date,store_id,product_id,units_sold,demand,price,discount,promotion
2023-09-05,S001,P0001,55,105,70.32,10,1
2023-09-05,S001,P0002,69,115,52.17,25,1
2023-09-05,S001,P0003,119,168,61.26,15,1
2023-09-05,S001,P0004,83,160,118.4,10,0
2023-09-05,S001,P0005,63,82,56.09,5,0
2023-09-05,S001,P0006,60,77,36.73,5,0
2023-09-05,S001,P0007,66,93,23.19,5,0
2023-09-05,S001,P0008,39,54,38.74,0,0
2023-09-05,S001,P0009,102,121,82.23,15,1
2023-09-05,S001,P0010,100,119,111.63,25,1
2023-09-05,S001,P0011,114,100,149.1,20,1
2023-09-05,S001,P0012,136,174,109.14,0,0
2023-09-05,S001,P0013,79,136,29.78,25,1
2023-09-05,S001,P0014,144,127,79.74,5,0
2023-09-05,S001,P0015,67,79,15.99,0,0
2023-09-05,S001,P0016,0,172,36.17,25,1
2023-09-05,S001,P0017,74,98,21.81,10,0
2023-09-05,S001,P0018,130,159,69.12,10,0
2023-09-05,S001,P0019,83,84,122.74,0,0
2023-09-05,S001,P0020,71,74,112.68,10,1
2023-09-05,S002,P0001,192,203,86.1,25,1
2023-09-05,S002,P0002,172,154,31.67,20,1
2023-09-05,S002,P0003,180,211,88.91,20,1
2023-09-05,S002,P0004,93,92,39.15,10,0
2023-09-05,S002,P0005,12,12,60.22,10,0
2023-09-05,S002,P0006,93,151,73.86,5,0
2023-09-05,S002,P0007,33,37,23.03,5,0
2023-09-05,S002,P0008,135,193,35.65,0,0
2023-09-05,S002,P0009,153,176,70.52,10,1
2023-09-05,S002,P0010,148,207,101.79,20,1
2023-09-05,S002,P0011,94,85,81.95,10,1
2023-09-05,S002,P0012,69,87,63.52,5,0
2023-09-05,S002,P0013,175,174,24.81,15,1
2023-09-05,S002,P0014,87,73,109.56,10,0
2023-09-05,S002,P0015,101,98,69.16,0,0
2023-09-05,S002,P0016,116,177,90.26,20,1
2023-09-05,S002,P0017,77,108,20.8,5,0
2023-09-05,S002,P0018,95,114,28.04,10,0
2023-09-05,S002,P0019,133,117,89.11,5,0
2023-09-05,S002,P0020,79,121,136.15,10,1
2023-09-05,S003,P0001,128,144,15.64,20,1
2023-09-05,S003,P0002,86,96,44.19,25,1
2023-09-05,S003,P0003,93,132,84.57,20,1
2023-09-05,S003,P0004,73,118,25.94,0,0
2023-09-05,S003,P0005,72,71,21.99,0,0
2023-09-05,S003,P0006,76,100,39.89,0,0
2023-09-05,S003,P0007,101,129,16.17,10,0
2023-09-05,S003,P0008,70,89,118.97,0,0
2023-09-05,S003,P0009,105,144,53.12,15,1
2023-09-05,S003,P0010,104,141,33.59,25,1
2023-09-05,S003,P0011,161,174,131.66,20,1
2023-09-05,S003,P0012,38,39,86.12,0,0
2023-09-05,S003,P0013,154,130,63.65,25,1
2023-09-05,S003,P0014,100,147,104.66,10,0
2023-09-05,S003,P0015,142,129,102.64,5,0
2023-09-05,S003,P0016,122,108,83.67,20,1
2023-09-05,S003,P0017,77,100,119.23,10,0
2023-09-05,S003,P0018,58,75,121.43,10,0
2023-09-05,S003,P0019,70,106,59.62,0,0
2023-09-05,S003,P0020,208,182,75.71,25,1
2023-09-05,S004,P0001,152,186,12.19,15,1
2023-09-05,S004,P0002,136,172,20.23,20,1
2023-09-05,S004,P0003,45,45,100.1,20,1
2023-09-05,S004,P0004,122,169,59.69,10,0
2023-09-05,S004,P0005,86,105,75.38,5,0
2023-09-05,S004,P0006,87,137,37.2,10,0
2023-09-05,S004,P0007,63,74,27.82,0,0
2023-09-05,S004,P0008,109,131,112.34,10,0
2023-09-05,S004,P0009,99,117,111.49,10,1
2023-09-05,S004,P0010,154,172,24.22,25,1
2023-09-05,S004,P0011,233,197,75.64,10,1
2023-09-05,S004,P0012,76,121,118.86,5,0
2023-09-05,S004,P0013,124,105,17.86,15,1
2023-09-05,S004,P0014,110,113,181.18,5,0
2023-09-05,S004,P0015,74,120,118.93,0,0
2023-09-05,S004,P0016,30,48,89.84,20,1
2023-09-05,S004,P0017,102,154,116.64,0,0
2023-09-05,S004,P0018,67,86,151.57,10,0
2023-09-05,S004,P0019,91,77,50.8,10,0
2023-09-05,S004,P0020,31,37,96.58,15,1
2023-09-05,S005,P0001,157,180,12.86,20,1
2023-09-05,S005,P0002,136,158,42.72,15,1
2023-09-05,S005,P0003,152,168,28.22,25,1
2023-09-05,S005,P0004,129,115,7.72,5,0
2023-09-05,S005,P0005,237,198,19.57,10,0
2023-09-05,S005,P0006,131,168,73.3,0,0
2023-09-05,S005,P0007,94,117,87.32,5,0
2023-09-05,S005,P0008,98,137,67.3,5,0
2023-09-05,S005,P0009,209,178,109.16,10,1
2023-09-05,S005,P0010,61,173,70.59,10,1
2023-09-05,S005,P0011,140,120,78.33,10,1
2023-09-05,S005,P0012,74,80,131.83,0,0
2023-09-05,S005,P0013,103,165,72.82,20,1
2023-09-05,S005,P0014,37,47,141.78,5,0
2023-09-05,S005,P0015,124,121,51.24,5,0
2023-09-05,S005,P0016,111,100,33.69,10,1
2023-09-05,S005,P0017,45,65,32.12,10,0
2023-09-05,S005,P0018,82,136,24.74,0,0
2023-09-05,S005,P0019,47,74,132.01,5,0
2023-09-05,S005,P0020,122,165,30.09,25,1
2023-09-06,S001,P0001,111,115,68.96,10,0
2023-09-06,S001,P0002,106,122,67.47,5,0
2023-09-06,S001,P0003,151,175,54.99,25,1
2023-09-06,S001,P0004,59,73,95.25,5,0
2023-09-06,S001,P0005,86,85,53.77,10,0
2023-09-06,S001,P0006,58,68,31.43,20,1
2023-09-06,S001,P0007,117,99,24.94,0,0
2023-09-06,S001,P0008,86,121,48.74,0,0
2023-09-06,S001,P0009,75,97,85.1,10,0
2023-09-06,S001,P0010,76,72,120.62,10,0
2023-09-06,S001,P0011,106,103,178.8,5,0
2023-09-06,S001,P0012,67,87,71.85,10,0
2023-09-06,S001,P0013,80,107,32.82,5,0
2023-09-06,S001,P0014,13,12,46.65,15,1
2023-09-06,S001,P0015,142,168,18.91,10,1
2023-09-06,S001,P0016,114,146,42.65,10,1
2023-09-06,S001,P0017,115,114,22.97,5,0
2023-09-06,S001,P0018,194,182,73.57,10,1
2023-09-06,S001,P0019,73,89,124.76,0,0
2023-09-06,S001,P0020,60,64,120.57,0,0
2023-09-06,S002,P0001,4,4,55.95,5,0
2023-09-06,S002,P0002,93,94,33.03,5,0
2023-09-06,S002,P0003,125,170,85.14,15,1
2023-09-06,S002,P0004,107,157,47.81,10,0
2023-09-06,S002,P0005,79,72,76.97,10,0
2023-09-06,S002,P0006,92,113,59.1,15,1
2023-09-06,S002,P0007,81,129,33.44,0,0
2023-09-06,S002,P0008,63,67,21.91,10,0
2023-09-06,S002,P0009,122,106,67.4,0,0
2023-09-06,S002,P0010,176,149,109.33,0,0
2023-09-06,S002,P0011,77,92,93.5,0,0
2023-09-06,S002,P0012,113,136,74.08,10,0
2023-09-06,S002,P0013,85,156,25.11,5,0
2023-09-06,S002,P0014,69,89,96.51,25,1
2023-09-06,S002,P0015,117,148,67.91,20,1
2023-09-06,S002,P0016,49,47,66.39,15,1
2023-09-06,S002,P0017,103,130,21.05,10,0
2023-09-06,S002,P0018,123,214,32.71,20,1
2023-09-06,S002,P0019,72,96,87.77,5,0
2023-09-06,S002,P0020,65,69,127.06,5,0
2023-09-06,S003,P0001,35,32,13.96,0,0
2023-09-06,S003,P0002,59,69,53.57,0,0
2023-09-06,S003,P0003,83,84,68.01,25,1
2023-09-06,S003,P0004,83,103,24.77,0,0
2023-09-06,S003,P0005,158,132,26.79,0,0
2023-09-06,S003,P0006,108,141,40.5,15,1
2023-09-06,S003,P0007,110,97,16.23,5,0
2023-09-06,S003,P0008,56,77,108.73,0,0
2023-09-06,S003,P0009,38,55,44.25,5,0
2023-09-06,S003,P0010,69,66,31.57,10,0
2023-09-06,S003,P0011,62,63,110.58,0,0
2023-09-06,S003,P0012,52,73,93.44,5,0
2023-09-06,S003,P0013,80,120,82.31,0,0
2023-09-06,S003,P0014,69,100,75.49,25,1
2023-09-06,S003,P0015,144,212,120.88,15,1
2023-09-06,S003,P0016,207,202,122.31,10,1
2023-09-06,S003,P0017,87,76,115.71,10,0
2023-09-06,S003,P0018,74,86,112.01,20,1
2023-09-06,S003,P0019,53,81,49.4,5,0
2023-09-06,S003,P0020,118,116,75.43,5,0
2023-09-06,S004,P0001,134,125,11.47,5,0
2023-09-06,S004,P0002,88,90,20.83,0,0
2023-09-06,S004,P0003,35,51,121.39,10,1
2023-09-06,S004,P0004,67,81,48.2,5,0
2023-09-06,S004,P0005,87,105,75.31,0,0
2023-09-06,S004,P0006,57,58,28.54,10,1
2023-09-06,S004,P0007,75,124,28.07,10,0
2023-09-06,S004,P0008,77,74,103.58,0,0
2023-09-06,S004,P0009,106,108,114.15,5,0
2023-09-06,S004,P0010,84,86,26.25,0,0
2023-09-06,S004,P0011,81,96,62.98,0,0
2023-09-06,S004,P0012,99,119,131.02,0,0
2023-09-06,S004,P0013,87,92,19.11,10,0
2023-09-06,S004,P0014,52,72,131.03,25,1
2023-09-06,S004,P0015,50,68,75.94,20,1
2023-09-06,S004,P0016,92,98,101.19,25,1
2023-09-06,S004,P0017,99,105,95.62,5,0
2023-09-06,S004,P0018,125,127,153.46,20,1
2023-09-06,S004,P0019,123,110,62.86,0,0
2023-09-06,S004,P0020,75,64,126.36,0,0
2023-09-06,S005,P0001,128,132,13.36,0,0
2023-09-06,S005,P0002,103,132,44.16,10,0
2023-09-06,S005,P0003,150,195,36.3,10,1
2023-09-06,S005,P0004,100,155,9.63,0,0
2023-09-06,S005,P0005,73,110,16.95,5,0
2023-09-06,S005,P0006,119,100,54.01,10,1
2023-09-06,S005,P0007,151,195,108.52,0,0
2023-09-06,S005,P0008,145,205,76.47,10,0
2023-09-06,S005,P0009,196,204,136.36,0,0
2023-09-06,S005,P0010,76,123,61.38,5,0
2023-09-06,S005,P0011,110,137,82.42,10,0
2023-09-06,S005,P0012,83,88,128.73,5,0
2023-09-06,S005,P0013,84,75,68.7,0,0
2023-09-06,S005,P0014,72,80,142.14,20,1
2023-09-06,S005,P0015,94,134,42.02,25,1
2023-09-06,S005,P0016,120,175,42.07,10,1
2023-09-06,S005,P0017,82,117,38.23,10,0
2023-09-06,S005,P0018,173,202,26.57,10,1
2023-09-06,S005,P0019,43,41,110.35,10,0
2023-09-06,S005,P0020,72,68,26.78,5,0
2023-09-07,S001,P0001,122,103,73.7,0,0
2023-09-07,S001,P0002,67,67,53.25,10,0
2023-09-07,S001,P0003,128,133,55.45,15,1
2023-09-07,S001,P0004,98,103,88.79,20,1
2023-09-07,S001,P0005,92,112,58.92,5,0
2023-09-07,S001,P0006,83,81,37.07,10,1
2023-09-07,S001,P0007,188,157,23.4,25,1
2023-09-07,S001,P0008,67,85,36.49,20,1
2023-09-07,S001,P0009,91,103,86.82,5,0
2023-09-07,S001,P0010,33,31,85.35,25,1
2023-09-07,S001,P0011,110,100,167.45,10,1
2023-09-07,S001,P0012,88,116,83.38,5,0
2023-09-07,S001,P0013,87,116,37.48,0,0
2023-09-07,S001,P0014,89,106,74.73,5,0
2023-09-07,S001,P0015,78,119,15.63,10,1
2023-09-07,S001,P0016,172,161,44.46,10,0
2023-09-07,S001,P0017,58,95,22.79,5,0
2023-09-07,S001,P0018,8,8,38.4,10,0
2023-09-07,S001,P0019,82,112,114.4,15,1
2023-09-07,S001,P0020,48,65,97.87,15,1
2023-09-07,S002,P0001,135,129,84.82,5,0
2023-09-07,S002,P0002,57,67,26.98,10,0
2023-09-07,S002,P0003,191,194,85.45,20,1
2023-09-07,S002,P0004,116,184,43.31,20,1
2023-09-07,S002,P0005,76,71,85.09,5,0
2023-09-07,S002,P0006,82,111,58.79,15,1
2023-09-07,S002,P0007,83,99,21.67,25,1
2023-09-07,S002,P0008,99,152,23.97,25,1
2023-09-07,S002,P0009,134,148,72.75,0,0
2023-09-07,S002,P0010,186,176,95.05,15,1
2023-09-07,S002,P0011,110,113,80.07,20,1
2023-09-07,S002,P0012,60,85,70.06,0,0
2023-09-07,S002,P0013,83,106,22.77,5,0
2023-09-07,S002,P0014,92,92,111.01,10,0
2023-09-07,S002,P0015,40,47,46.06,20,1
2023-09-07,S002,P0016,89,106,87.3,5,0
2023-09-07,S002,P0017,132,119,21.52,5,0
2023-09-07,S002,P0018,60,87,25.69,5,0
2023-09-07,S002,P0019,116,125,72.12,25,1
2023-09-07,S002,P0020,49,67,107.14,15,1
2023-09-07,S003,P0001,63,58,15.54,0,0
2023-09-07,S003,P0002,143,123,57.89,5,0
2023-09-07,S003,P0003,80,125,78.82,20,1
2023-09-07,S003,P0004,60,90,18.02,20,1
2023-09-07,S003,P0005,66,71,20.88,0,0
2023-09-07,S003,P0006,171,159,42.81,10,1
2023-09-07,S003,P0007,112,134,16.33,15,1
2023-09-07,S003,P0008,83,112,96.34,25,1
2023-09-07,S003,P0009,59,71,46.9,5,0
2023-09-07,S003,P0010,100,119,35.63,15,1
2023-09-07,S003,P0011,109,97,105.87,15,1
2023-09-07,S003,P0012,102,96,100.77,10,0
2023-09-07,S003,P0013,58,63,64.45,0,0
2023-09-07,S003,P0014,84,116,90.63,10,0
2023-09-07,S003,P0015,89,116,93.57,10,1
2023-09-07,S003,P0016,55,56,78.32,10,0
2023-09-07,S003,P0017,98,116,139.51,5,0
2023-09-07,S003,P0018,42,39,111.86,5,0
2023-09-07,S003,P0019,115,176,55.57,20,1
2023-09-07,S003,P0020,30,122,76.77,10,1
2023-09-07,S004,P0001,74,84,10.02,10,0
2023-09-07,S004,P0002,105,102,19.51,10,0
2023-09-07,S004,P0003,128,137,136.7,20,1
2023-09-07,S004,P0004,98,114,48.16,15,1
2023-09-07,S004,P0005,71,111,72.99,5,0
2023-09-07,S004,P0006,123,137,39.09,10,1
2023-09-07,S004,P0007,82,126,28.07,15,1
2023-09-07,S004,P0008,85,85,81.79,20,1
2023-09-07,S004,P0009,73,95,115.19,0,0
2023-09-07,S004,P0010,169,146,28.47,10,1
2023-09-07,S004,P0011,86,76,44.61,20,1
2023-09-07,S004,P0012,85,86,100.47,10,0
2023-09-07,S004,P0013,59,91,18.08,10,0
2023-09-07,S004,P0014,72,97,181.06,0,0
2023-09-07,S004,P0015,58,53,76.23,15,1
2023-09-07,S004,P0016,47,46,100.56,10,0
2023-09-07,S004,P0017,92,123,106.59,5,0
2023-09-07,S004,P0018,44,49,146.79,5,0
2023-09-07,S004,P0019,104,170,63.05,20,1
2023-09-07,S004,P0020,89,100,113.11,25,1
2023-09-07,S005,P0001,117,138,14.33,0,0
2023-09-07,S005,P0002,122,116,40.0,10,0
2023-09-07,S005,P0003,74,72,26.47,10,1
2023-09-07,S005,P0004,108,94,6.4,20,1
2023-09-07,S005,P0005,73,72,14.91,5,0
2023-09-07,S005,P0006,46,60,46.59,15,1
2023-09-07,S005,P0007,143,173,82.11,20,1
2023-09-07,S005,P0008,200,233,68.1,25,1
2023-09-07,S005,P0009,97,105,93.36,5,0
2023-09-07,S005,P0010,116,182,61.11,20,1
2023-09-07,S005,P0011,107,163,83.87,15,1
2023-09-07,S005,P0012,76,64,131.24,0,0
2023-09-07,S005,P0013,68,96,74.09,0,0
2023-09-07,S005,P0014,53,55,162.23,0,0
2023-09-07,S005,P0015,130,133,44.13,25,1
2023-09-07,S005,P0016,51,71,30.51,10,0
2023-09-07,S005,P0017,91,106,41.05,0,0
2023-09-07,S005,P0018,107,93,20.49,10,0
2023-09-07,S005,P0019,81,91,125.42,15,1
2023-09-07,S005,P0020,90,125,32.22,10,1
2023-09-08,S001,P0001,78,96,68.19,10,0
2023-09-08,S001,P0002,84,112,65.45,5,0
2023-09-08,S001,P0003,121,105,53.96,5,0
2023-09-08,S001,P0004,100,85,109.79,0,0
2023-09-08,S001,P0005,77,114,62.37,0,0
2023-09-08,S001,P0006,104,89,38.23,5,0
2023-09-08,S001,P0007,145,143,22.82,20,1
2023-09-08,S001,P0008,66,110,37.75,20,1
2023-09-08,S001,P0009,110,97,80.78,10,0
2023-09-08,S001,P0010,100,85,126.28,10,0
2023-09-08,S001,P0011,114,115,166.31,15,1
2023-09-08,S001,P0012,132,143,85.02,15,1
2023-09-08,S001,P0013,88,87,30.62,10,0
2023-09-08,S001,P0014,119,133,76.97,10,0
2023-09-08,S001,P0015,79,82,14.55,10,0
2023-09-08,S001,P0016,134,137,43.85,0,0
2023-09-08,S001,P0017,64,57,18.82,10,0
2023-09-08,S001,P0018,93,111,47.48,25,1
2023-09-08,S001,P0019,54,72,112.01,5,0
2023-09-08,S001,P0020,44,39,98.95,5,0
2023-09-08,S002,P0001,55,56,62.82,10,0
2023-09-08,S002,P0002,114,111,34.88,0,0
2023-09-08,S002,P0003,193,203,109.24,0,0
2023-09-08,S002,P0004,67,75,36.9,10,0
2023-09-08,S002,P0005,105,129,97.74,10,0
2023-09-08,S002,P0006,90,76,64.59,0,0
2023-09-08,S002,P0007,128,116,24.43,20,1
2023-09-08,S002,P0008,131,236,33.63,15,1
2023-09-08,S002,P0009,91,83,59.29,0,0
2023-09-08,S002,P0010,62,74,77.36,10,0
2023-09-08,S002,P0011,319,283,129.3,20,1
2023-09-08,S002,P0012,62,100,55.96,20,1
2023-09-08,S002,P0013,110,108,21.75,10,0
2023-09-08,S002,P0014,58,70,108.78,5,0
2023-09-08,S002,P0015,41,66,65.18,0,0
2023-09-08,S002,P0016,67,84,85.32,0,0
2023-09-08,S002,P0017,127,150,26.14,0,0
2023-09-08,S002,P0018,142,138,27.0,15,1
2023-09-08,S002,P0019,97,92,82.12,10,0
2023-09-08,S002,P0020,95,107,144.57,5,0
2023-09-08,S003,P0001,83,88,17.28,0,0
2023-09-08,S003,P0002,121,112,61.91,0,0
2023-09-08,S003,P0003,85,117,101.15,0,0
2023-09-08,S003,P0004,47,49,19.36,5,0
2023-09-08,S003,P0005,60,73,21.04,0,0
2023-09-08,S003,P0006,76,124,45.3,0,0
2023-09-08,S003,P0007,210,196,17.24,20,1
2023-09-08,S003,P0008,64,81,82.54,25,1
2023-09-08,S003,P0009,92,113,56.86,5,0
2023-09-08,S003,P0010,86,81,35.01,10,0
2023-09-08,S003,P0011,66,69,106.82,10,1
2023-09-08,S003,P0012,80,74,82.98,20,1
2023-09-08,S003,P0013,86,96,72.38,5,0
2023-09-08,S003,P0014,85,103,91.45,10,0
2023-09-08,S003,P0015,146,125,106.86,0,0
2023-09-08,S003,P0016,134,125,116.04,0,0
2023-09-08,S003,P0017,79,104,127.68,5,0
2023-09-08,S003,P0018,100,92,121.8,15,1
2023-09-08,S003,P0019,91,91,53.96,0,0
2023-09-08,S003,P0020,38,49,59.51,10,0
2023-09-08,S004,P0001,39,44,9.61,0,0
2023-09-08,S004,P0002,16,17,14.16,5,0
2023-09-08,S004,P0003,59,81,150.59,0,0
2023-09-08,S004,P0004,69,109,52.88,5,0
2023-09-08,S004,P0005,26,24,52.95,5,0
2023-09-08,S004,P0006,147,145,40.05,10,0
2023-09-08,S004,P0007,72,111,23.94,20,1
2023-09-08,S004,P0008,22,35,75.84,15,1
2023-09-08,S004,P0009,61,55,105.17,0,0
2023-09-08,S004,P0010,114,127,25.62,10,0
2023-09-08,S004,P0011,71,71,51.89,10,1
2023-09-08,S004,P0012,107,114,96.72,25,1
2023-09-08,S004,P0013,121,104,18.89,10,0
2023-09-08,S004,P0014,53,66,171.46,0,0
2023-09-08,S004,P0015,16,25,75.59,10,0
2023-09-08,S004,P0016,78,82,121.28,0,0
2023-09-08,S004,P0017,63,78,82.75,10,0
2023-09-08,S004,P0018,53,84,133.74,20,1
2023-09-08,S004,P0019,69,67,51.65,5,0
2023-09-08,S004,P0020,46,53,127.57,0,0
2023-09-08,S005,P0001,190,167,14.76,0,0
2023-09-08,S005,P0002,78,75,34.81,10,0
2023-09-08,S005,P0003,66,65,27.27,0,0
2023-09-08,S005,P0004,112,128,8.04,5,0
2023-09-08,S005,P0005,85,81,16.23,0,0
2023-09-08,S005,P0006,172,150,66.36,5,0
2023-09-08,S005,P0007,98,116,78.25,10,1
2023-09-08,S005,P0008,60,98,50.28,20,1
2023-09-08,S005,P0009,58,69,82.43,5,0
2023-09-08,S005,P0010,43,52,45.57,10,0
2023-09-08,S005,P0011,70,95,63.4,25,1
2023-09-08,S005,P0012,40,61,110.71,10,1
2023-09-08,S005,P0013,129,111,73.83,5,0
2023-09-08,S005,P0014,17,19,132.68,0,0
2023-09-08,S005,P0015,159,137,53.54,10,0
2023-09-08,S005,P0016,50,77,29.67,10,0
2023-09-08,S005,P0017,48,69,32.61,5,0
2023-09-08,S005,P0018,137,182,26.64,10,1
2023-09-08,S005,P0019,54,81,128.62,10,0
2023-09-08,S005,P0020,103,98,29.63,10,0
2023-09-09,S001,P0001,94,80,68.17,5,0
2023-09-09,S001,P0002,94,145,76.1,0,0
2023-09-09,S001,P0003,131,126,57.54,10,1
2023-09-09,S001,P0004,63,71,99.38,0,0
2023-09-09,S001,P0005,76,72,51.46,5,0
2023-09-09,S001,P0006,83,119,39.72,15,1
2023-09-09,S001,P0007,109,117,22.22,20,1
2023-09-09,S001,P0008,66,72,41.45,0,0
2023-09-09,S001,P0009,121,140,91.62,15,1
2023-09-09,S001,P0010,53,58,114.77,5,0
2023-09-09,S001,P0011,46,65,165.13,0,0
2023-09-09,S001,P0012,108,94,81.6,5,0
2023-09-09,S001,P0013,60,85,27.01,20,1
2023-09-09,S001,P0014,69,72,63.31,5,0
2023-09-09,S001,P0015,119,107,15.84,10,1
2023-09-09,S001,P0016,136,114,36.51,15,1
2023-09-09,S001,P0017,78,91,16.81,25,1
2023-09-09,S001,P0018,61,81,57.34,5,0
2023-09-09,S001,P0019,33,38,93.05,5,0
2023-09-09,S001,P0020,74,74,93.78,25,1
2023-09-09,S002,P0001,143,132,90.23,0,0
2023-09-09,S002,P0002,51,81,33.23,0,0
2023-09-09,S002,P0003,85,141,72.99,25,1
2023-09-09,S002,P0004,103,135,47.4,0,0
2023-09-09,S002,P0005,48,50,74.54,10,0
2023-09-09,S002,P0006,90,133,62.81,15,1
2023-09-09,S002,P0007,102,104,27.83,10,1
2023-09-09,S002,P0008,78,114,27.18,5,0
2023-09-09,S002,P0009,194,191,73.38,10,1
2023-09-09,S002,P0010,122,113,93.27,5,0
2023-09-09,S002,P0011,0,157,113.85,5,0
2023-09-09,S002,P0012,90,85,63.11,5,0
2023-09-09,S002,P0013,142,138,21.18,20,1
2023-09-09,S002,P0014,88,120,135.01,0,0
2023-09-09,S002,P0015,156,147,67.74,20,1
2023-09-09,S002,P0016,91,131,84.29,15,1
2023-09-09,S002,P0017,143,125,19.59,15,1
2023-09-09,S002,P0018,112,119,28.51,5,0
2023-09-09,S002,P0019,98,116,98.37,0,0
2023-09-09,S002,P0020,55,90,122.59,15,1
2023-09-09,S003,P0001,98,93,15.05,10,0
2023-09-09,S003,P0002,59,111,55.57,10,0
2023-09-09,S003,P0003,63,75,71.03,15,1
2023-09-09,S003,P0004,90,103,22.33,5,0
2023-09-09,S003,P0005,86,122,22.22,10,0
2023-09-09,S003,P0006,109,112,32.75,25,1
2023-09-09,S003,P0007,156,137,15.48,20,1
2023-09-09,S003,P0008,120,133,123.62,5,0
2023-09-09,S003,P0009,113,177,61.17,15,1
2023-09-09,S003,P0010,84,116,39.34,10,0
2023-09-09,S003,P0011,36,39,105.77,0,0
2023-09-09,S003,P0012,26,37,85.48,5,0
2023-09-09,S003,P0013,202,263,94.7,20,1
2023-09-09,S003,P0014,67,59,78.71,5,0
2023-09-09,S003,P0015,154,139,100.16,10,1
2023-09-09,S003,P0016,77,89,88.43,10,1
2023-09-09,S003,P0017,76,71,113.7,10,1
2023-09-09,S003,P0018,68,80,129.98,10,0
2023-09-09,S003,P0019,92,127,57.46,5,0
2023-09-09,S003,P0020,79,96,62.77,20,1
2023-09-09,S004,P0001,54,79,10.96,0,0
2023-09-09,S004,P0002,110,108,20.97,0,0
2023-09-09,S004,P0003,45,74,109.95,25,1
2023-09-09,S004,P0004,60,93,55.71,0,0
2023-09-09,S004,P0005,76,114,73.68,5,0
2023-09-09,S004,P0006,123,177,39.23,15,1
2023-09-09,S004,P0007,187,202,30.87,20,1
2023-09-09,S004,P0008,35,30,82.95,0,0
2023-09-09,S004,P0009,113,141,105.09,25,1
2023-09-09,S004,P0010,28,25,18.63,10,0
2023-09-09,S004,P0011,103,121,68.16,0,0
2023-09-09,S004,P0012,92,95,121.06,0,0
2023-09-09,S004,P0013,87,127,20.17,15,1
2023-09-09,S004,P0014,90,82,155.25,10,0
2023-09-09,S004,P0015,80,112,98.55,15,1
2023-09-09,S004,P0016,73,62,106.94,10,1
2023-09-09,S004,P0017,75,93,86.9,10,1
2023-09-09,S004,P0018,74,109,171.79,10,0
2023-09-09,S004,P0019,124,112,66.7,0,0
2023-09-09,S004,P0020,99,115,127.68,15,1
2023-09-09,S005,P0001,88,77,11.19,5,0
2023-09-09,S005,P0002,55,57,38.17,0,0
2023-09-09,S005,P0003,132,151,28.32,25,1
2023-09-09,S005,P0004,130,121,8.73,0,0
2023-09-09,S005,P0005,42,42,12.63,5,0
2023-09-09,S005,P0006,129,183,68.2,15,1
2023-09-09,S005,P0007,91,146,85.68,10,1
2023-09-09,S005,P0008,92,80,53.06,10,0
2023-09-09,S005,P0009,87,107,93.46,10,1
2023-09-09,S005,P0010,89,116,57.02,10,0
2023-09-09,S005,P0011,108,134,90.83,5,0
2023-09-09,S005,P0012,47,63,130.5,0,0
2023-09-09,S005,P0013,114,129,69.88,15,1
2023-09-09,S005,P0014,82,88,173.82,0,0
2023-09-09,S005,P0015,142,235,58.23,20,1
2023-09-09,S005,P0016,88,81,26.37,25,1
2023-09-09,S005,P0017,82,83,30.45,20,1
2023-09-09,S005,P0018,109,98,20.91,5,0
2023-09-09,S005,P0019,59,57,130.57,5,0
2023-09-09,S005,P0020,112,125,27.24,20,1
2023-09-10,S001,P0001,165,164,79.47,10,0
2023-09-10,S001,P0002,85,92,57.81,15,1
2023-09-10,S001,P0003,39,57,40.81,15,1
2023-09-10,S001,P0004,105,100,104.35,5,0
2023-09-10,S001,P0005,81,110,55.51,10,0
2023-09-10,S001,P0006,50,98,37.4,10,0
2023-09-10,S001,P0007,93,126,27.16,5,0
2023-09-10,S001,P0008,127,140,46.52,10,1
2023-09-10,S001,P0009,73,89,82.88,10,0
2023-09-10,S001,P0010,71,95,130.24,10,0
2023-09-10,S001,P0011,63,67,142.08,10,1
2023-09-10,S001,P0012,120,120,70.1,25,1
2023-09-10,S001,P0013,73,105,30.71,15,1
2023-09-10,S001,P0014,45,44,59.86,0,0
2023-09-10,S001,P0015,125,155,19.31,0,0
2023-09-10,S001,P0016,74,88,35.61,10,1
2023-09-10,S001,P0017,101,109,20.09,20,1
2023-09-10,S001,P0018,54,67,51.82,5,0
2023-09-10,S001,P0019,59,56,99.81,10,0
2023-09-10,S001,P0020,91,79,102.84,15,1
2023-09-10,S002,P0001,147,136,86.77,5,0
2023-09-10,S002,P0002,116,164,32.18,25,1
2023-09-10,S002,P0003,180,198,85.02,25,1
2023-09-10,S002,P0004,76,100,42.44,5,0
2023-09-10,S002,P0005,111,97,88.35,10,0
2023-09-10,S002,P0006,112,124,71.85,5,0
2023-09-10,S002,P0007,70,83,25.91,10,0
2023-09-10,S002,P0008,87,79,19.32,20,1
2023-09-10,S002,P0009,115,112,68.68,0,0
2023-09-10,S002,P0010,102,144,107.69,0,0
2023-09-10,S002,P0011,0,174,106.72,15,1
2023-09-10,S002,P0012,131,134,73.66,10,1
2023-09-10,S002,P0013,81,131,19.43,25,1
2023-09-10,S002,P0014,80,96,112.84,10,0
2023-09-10,S002,P0015,138,139,74.53,10,0
2023-09-10,S002,P0016,160,144,82.35,20,1
2023-09-10,S002,P0017,156,188,21.67,25,1
